customer_id,age,tenure_months,monthly_charges,login_frequency,support_tickets,payment_failures,usage_hours,contract_type,subscription_type,churn
12977,34,55,109.68,20,0,0,96.91,Two Year,Standard,0
12978,57,56,93.81,16,2,2,22.19,Monthly,Basic,0
12979,35,14,75.86,21,1,2,99.33,Yearly,Premium,0
12980,26,6,126.35,12,1,0,42.43,Yearly,Premium,1
12981,42,61,123.28,25,0,2,8.08,Yearly,Standard,0
12982,57,12,115.15,9,1,0,2.74,Monthly,Basic,0
12983,31,13,30.01,16,1,1,60.3,Yearly,Standard,1
12984,42,19,123.54,4,1,0,61.86,Two Year,Standard,0
12985,67,44,139.52,30,5,0,52.95,Monthly,Basic,1
12986,39,59,27.73,25,2,1,7.57,Monthly,Premium,0
12987,69,37,72.22,20,2,1,33.82,Yearly,Basic,0
12988,47,25,148.49,18,2,0,36.55,Yearly,Premium,0
12989,37,16,97.9,26,3,0,70.78,Monthly,Basic,0
12990,38,38,86.77,1,1,2,42.47,Yearly,Basic,0
12991,61,43,43.07,7,1,0,57.72,Yearly,Premium,0
12992,49,14,93.51,20,2,0,29.35,Yearly,Basic,0
12993,68,6,77.08,12,0,0,72.87,Two Year,Basic,0
12994,63,23,36.57,8,5,1,5.63,Monthly,Premium,0
12995,66,60,80.36,8,2,0,98.86,Monthly,Basic,0
12996,38,12,41.37,28,2,0,64.51,Two Year,Basic,0
12997,52,13,114.99,24,1,0,15.74,Yearly,Premium,0
12998,49,6,146.57,22,0,1,72.03,Monthly,Premium,0
12999,47,63,81.05,9,4,0,78.87,Monthly,Standard,0
13000,56,38,102.21,14,0,1,79.07,Two Year,Premium,0
13001,66,50,76.03,20,2,0,27.8,Yearly,Basic,0
13002,29,52,38.0,5,4,1,95.91,Two Year,Premium,0
13003,58,40,146.17,20,3,1,2.76,Two Year,Premium,0
13004,64,8,36.85,21,2,0,38.6,Monthly,Basic,0
13005,35,61,34.51,2,1,0,11.32,Two Year,Premium,0
13006,38,8,79.69,21,3,1,39.1,Yearly,Basic,0
13007,30,34,105.66,10,3,0,6.67,Two Year,Standard,1
13008,38,60,66.14,24,0,0,64.85,Yearly,Standard,0
13009,25,57,45.03,9,0,0,7.18,Monthly,Basic,0
13010,63,46,126.47,7,1,0,61.97,Yearly,Standard,0
13011,57,22,67.2,23,2,0,24.17,Yearly,Premium,1
13012,63,40,45.26,30,7,0,18.74,Two Year,Basic,0
13013,24,45,67.46,22,1,0,35.35,Yearly,Standard,1
13014,40,55,47.89,18,2,0,64.46,Monthly,Premium,1
13015,61,51,87.53,26,2,1,58.24,Yearly,Premium,0
13016,49,5,106.88,12,1,0,68.37,Monthly,Standard,0
13017,28,13,123.94,11,2,2,91.98,Two Year,Premium,0
13018,39,28,49.58,10,2,0,21.13,Monthly,Standard,0
13019,39,62,41.7,13,0,1,41.92,Two Year,Premium,0
13020,60,24,22.55,9,0,0,27.32,Monthly,Premium,1
13021,42,7,49.65,16,2,0,59.05,Yearly,Premium,0
13022,39,38,23.11,30,2,2,29.06,Monthly,Basic,0
13023,45,37,64.91,21,0,1,56.24,Yearly,Premium,0
13024,46,68,38.94,22,3,0,82.49,Monthly,Basic,0
13025,30,42,95.39,17,3,1,55.54,Yearly,Standard,0
13026,35,5,69.88,5,4,0,83.97,Monthly,Standard,1
13027,19,64,32.17,6,2,0,61.52,Monthly,Basic,0
13028,46,50,71.98,10,2,0,87.16,Monthly,Standard,0
13029,38,15,47.22,11,3,1,93.11,Two Year,Basic,1
13030,32,53,108.42,2,4,1,51.27,Yearly,Basic,1
13031,69,25,67.38,7,1,0,79.27,Yearly,Premium,1
13032,44,9,39.11,14,2,0,47.41,Monthly,Basic,0
13033,67,38,65.45,4,1,1,70.81,Monthly,Basic,0
13034,48,22,49.17,5,6,1,4.71,Monthly,Standard,1
13035,32,49,123.45,19,1,1,96.72,Yearly,Standard,0
13036,68,68,147.84,21,7,0,89.54,Yearly,Premium,0
13037,40,15,23.31,28,2,1,89.44,Monthly,Premium,1
13038,41,65,109.7,20,2,1,28.84,Monthly,Standard,0
13039,61,54,54.31,28,5,1,29.03,Yearly,Premium,0
13040,30,30,28.63,30,2,0,40.86,Yearly,Premium,0
13041,39,20,21.87,10,2,0,88.14,Two Year,Premium,0
13042,60,33,134.53,6,2,1,86.01,Yearly,Standard,0
13043,54,7,65.97,2,3,1,29.66,Monthly,Premium,0
13044,50,8,149.29,3,2,1,54.64,Yearly,Basic,1
13045,20,28,77.51,28,0,0,48.04,Monthly,Standard,0
13046,36,45,44.39,15,1,0,65.42,Yearly,Basic,0
13047,40,11,121.03,10,2,0,22.18,Monthly,Standard,0
13048,46,31,140.44,17,3,1,9.42,Monthly,Premium,0
13049,47,12,126.03,7,2,1,3.7,Monthly,Basic,0
13050,56,51,116.88,25,1,1,38.76,Monthly,Standard,0
13051,61,44,63.51,2,3,0,94.71,Two Year,Standard,0
13052,64,50,28.38,7,4,0,68.8,Monthly,Basic,0
13053,42,17,46.17,15,0,1,75.16,Monthly,Standard,0
13054,54,35,78.09,3,1,0,94.57,Two Year,Basic,1
13055,64,1,144.31,5,1,1,42.78,Monthly,Standard,0
13056,25,29,113.97,22,1,0,47.96,Monthly,Basic,1
13057,59,51,127.68,8,2,0,36.59,Monthly,Premium,0
13058,33,64,56.05,4,3,0,18.96,Two Year,Basic,0
13059,25,4,108.9,18,4,0,76.87,Monthly,Premium,0
13060,18,28,132.12,19,1,0,90.76,Monthly,Premium,1
13061,61,16,82.32,8,1,0,81.57,Monthly,Premium,1
13062,22,63,75.89,23,2,1,5.72,Yearly,Basic,0
13063,20,53,113.52,6,1,0,30.62,Monthly,Premium,0
13064,18,17,92.79,5,0,0,59.62,Yearly,Standard,1
13065,21,40,149.11,27,4,0,33.39,Monthly,Basic,0
13066,57,13,75.26,5,0,0,15.86,Yearly,Basic,1
13067,52,52,42.87,17,2,0,54.3,Yearly,Basic,0
13068,49,58,81.35,30,3,0,52.63,Monthly,Standard,0
13069,59,37,50.58,6,1,0,71.28,Monthly,Basic,1
13070,51,61,92.96,13,0,0,99.99,Yearly,Premium,0
13071,60,34,36.35,9,3,0,65.18,Two Year,Standard,0
13072,42,70,143.5,24,1,1,32.37,Two Year,Premium,0
13073,27,17,131.78,12,2,0,95.68,Yearly,Basic,0
13074,38,20,40.22,10,1,1,57.56,Monthly,Premium,1
13075,63,59,42.41,1,3,1,64.93,Two Year,Premium,0
13076,56,69,86.62,11,4,1,36.4,Monthly,Standard,0
13077,44,33,120.47,29,2,0,45.73,Monthly,Standard,0
13078,44,17,48.48,6,2,0,42.44,Two Year,Standard,0
13079,19,57,27.93,3,3,0,93.69,Monthly,Basic,0
13080,58,1,90.92,6,0,1,81.15,Yearly,Standard,0
13081,65,13,109.91,9,5,0,9.98,Monthly,Standard,1
13082,30,27,51.77,22,1,0,32.07,Yearly,Standard,0
13083,26,70,116.17,8,3,0,6.51,Two Year,Premium,0
13084,69,59,143.58,30,0,1,52.16,Two Year,Basic,0
13085,53,6,37.82,15,3,1,28.66,Monthly,Standard,1
13086,39,23,86.43,22,3,0,8.27,Yearly,Standard,0
13087,59,10,27.39,6,3,0,77.43,Yearly,Basic,1
13088,43,51,46.87,23,1,0,10.02,Two Year,Premium,0
13089,29,19,31.68,11,3,0,27.88,Monthly,Standard,0
13090,34,51,72.52,29,0,0,77.39,Monthly,Standard,0
13091,31,68,126.71,10,1,2,51.65,Monthly,Premium,0
13092,31,42,95.03,11,2,0,81.89,Yearly,Premium,0
13093,51,57,48.94,4,2,2,42.03,Two Year,Premium,0
13094,37,68,25.21,29,1,0,81.67,Monthly,Premium,0
13095,28,38,91.94,13,1,0,54.28,Yearly,Standard,0
13096,33,62,37.26,8,2,0,9.71,Monthly,Standard,0
13097,68,7,64.56,20,1,0,47.68,Monthly,Premium,0
13098,48,71,86.32,15,2,0,55.8,Yearly,Premium,0
13099,23,50,137.49,7,2,0,61.6,Two Year,Premium,0
13100,36,52,30.64,1,2,0,92.86,Two Year,Standard,0
13101,54,26,106.92,28,1,0,19.17,Yearly,Basic,0
13102,21,26,21.83,25,2,2,61.0,Two Year,Standard,0
13103,64,19,101.89,26,0,0,75.45,Monthly,Premium,0
13104,21,9,91.7,9,1,1,89.11,Two Year,Basic,1
13105,37,61,125.54,23,1,0,53.01,Yearly,Basic,1
13106,27,20,89.12,8,6,1,22.18,Monthly,Premium,1
13107,41,50,65.84,2,1,0,81.95,Yearly,Basic,0
13108,52,22,51.56,26,1,1,90.6,Monthly,Basic,0
13109,43,13,31.08,14,1,1,11.53,Monthly,Premium,1
13110,54,12,89.5,30,7,3,23.74,Two Year,Standard,0
13111,55,10,135.48,12,1,0,87.27,Monthly,Basic,0
13112,38,65,86.92,26,1,1,48.96,Monthly,Premium,0
13113,57,30,116.08,23,2,0,17.74,Monthly,Standard,0
13114,56,8,58.8,17,2,0,64.88,Yearly,Standard,0
13115,38,21,78.26,19,3,0,46.37,Monthly,Basic,0
13116,27,22,62.2,6,2,0,96.83,Monthly,Premium,0
13117,55,18,34.2,21,2,0,23.05,Two Year,Standard,0
13118,63,66,74.21,5,2,1,36.85,Two Year,Standard,0
13119,21,48,119.36,25,2,0,17.45,Monthly,Standard,1
13120,62,44,71.35,6,0,1,5.92,Monthly,Standard,0
13121,37,9,104.52,3,2,0,28.12,Yearly,Premium,0
13122,34,67,118.62,16,2,0,82.16,Two Year,Premium,0
13123,24,54,61.96,18,2,0,27.46,Two Year,Standard,0
13124,21,26,123.68,14,2,0,69.94,Monthly,Standard,0
13125,46,26,64.06,25,3,1,53.08,Yearly,Basic,0
13126,31,34,53.29,15,2,0,52.45,Monthly,Premium,0
13127,20,8,48.92,26,2,1,78.37,Monthly,Premium,0
13128,41,10,45.99,30,1,0,62.16,Two Year,Standard,0
13129,54,48,115.83,4,1,0,16.83,Yearly,Basic,0
13130,33,55,135.38,11,1,0,22.86,Two Year,Premium,0
13131,69,54,49.98,5,1,2,54.83,Monthly,Basic,0
13132,21,40,31.08,9,1,1,84.69,Monthly,Standard,0
13133,41,15,60.79,5,3,1,16.08,Two Year,Premium,1
13134,51,18,105.52,7,1,1,11.58,Monthly,Basic,0
13135,47,23,67.91,18,2,0,52.24,Monthly,Premium,0
13136,35,62,91.39,18,1,0,19.68,Yearly,Standard,0
13137,36,46,116.76,20,0,0,99.43,Monthly,Premium,0
13138,48,39,73.1,24,0,0,1.43,Monthly,Standard,0
13139,36,15,149.96,2,1,0,45.44,Yearly,Basic,0
13140,66,53,58.73,26,5,0,17.09,Monthly,Basic,0
13141,63,64,147.17,23,4,0,68.43,Two Year,Basic,0
13142,36,63,46.39,13,3,0,63.38,Yearly,Standard,1
13143,39,16,34.42,13,2,0,80.9,Two Year,Basic,1
13144,41,70,117.61,17,2,0,56.78,Two Year,Standard,0
13145,62,66,111.3,25,0,0,19.75,Monthly,Basic,0
13146,29,13,125.45,26,0,0,6.28,Monthly,Standard,0
13147,47,47,64.67,22,0,0,72.49,Two Year,Premium,0
13148,55,9,141.0,27,4,0,44.55,Two Year,Basic,0
13149,48,63,35.53,17,2,0,23.0,Monthly,Premium,1
13150,53,34,23.94,26,1,3,25.93,Two Year,Standard,1
13151,36,29,59.07,6,2,0,15.75,Monthly,Standard,1
13152,65,37,123.65,14,1,1,29.07,Monthly,Basic,0
13153,62,43,107.49,21,2,0,79.41,Two Year,Premium,1
13154,53,64,76.71,14,3,1,62.45,Monthly,Standard,0
13155,47,24,53.31,12,0,1,98.75,Yearly,Basic,1
13156,66,71,27.71,5,5,0,52.9,Monthly,Premium,0
13157,50,34,63.88,5,1,0,52.63,Monthly,Basic,0
13158,35,48,79.8,4,5,0,19.95,Monthly,Premium,1
13159,69,12,109.31,23,2,2,59.06,Monthly,Standard,0
13160,66,23,103.98,29,2,0,61.23,Yearly,Standard,0
13161,45,13,143.15,25,1,1,21.45,Yearly,Standard,1
13162,64,45,33.05,13,1,0,9.71,Monthly,Premium,1
13163,28,65,63.72,4,2,2,37.51,Monthly,Premium,0
13164,62,47,82.61,18,2,2,18.04,Monthly,Basic,0
13165,50,58,107.19,16,2,0,50.82,Monthly,Standard,0
13166,34,5,84.41,18,2,1,53.08,Monthly,Premium,0
13167,23,5,138.66,2,0,1,61.21,Monthly,Standard,0
13168,21,60,99.13,23,3,0,60.68,Monthly,Premium,0
13169,37,21,25.16,4,1,1,67.81,Monthly,Premium,0
13170,65,24,34.78,20,1,2,23.82,Monthly,Premium,0
13171,64,18,117.95,17,0,0,73.35,Monthly,Basic,0
13172,44,21,113.05,20,1,2,52.96,Monthly,Standard,0
13173,32,54,39.95,6,3,0,44.29,Monthly,Premium,0
13174,23,10,27.66,18,3,1,65.14,Monthly,Premium,0
13175,64,24,95.23,20,3,0,50.62,Monthly,Basic,1
13176,31,60,102.65,27,2,0,53.04,Yearly,Standard,0
13177,28,57,37.59,7,0,0,3.3,Monthly,Premium,0
13178,56,23,81.57,13,1,1,80.4,Monthly,Standard,0
13179,26,22,59.76,9,1,0,42.99,Monthly,Basic,0
13180,43,68,141.07,2,2,1,52.29,Two Year,Basic,0
13181,33,34,48.5,8,4,0,39.6,Monthly,Standard,1
13182,22,70,115.32,14,2,2,55.6,Two Year,Standard,1
13183,69,28,87.36,22,0,1,6.35,Monthly,Standard,0
13184,27,39,21.5,24,1,0,39.01,Two Year,Standard,0
13185,67,42,87.21,18,3,0,67.2,Yearly,Premium,0
13186,20,23,32.93,30,1,0,93.91,Yearly,Basic,1
13187,30,70,105.68,27,2,0,85.07,Monthly,Premium,0
13188,60,2,93.52,1,2,0,96.32,Two Year,Premium,0
13189,66,24,21.36,23,3,0,78.37,Yearly,Premium,1
13190,47,17,46.61,29,3,1,63.63,Yearly,Premium,0
13191,62,65,120.91,9,2,1,42.9,Yearly,Basic,1
13192,23,70,55.85,9,0,0,13.19,Monthly,Basic,0
13193,34,69,84.91,2,3,0,25.83,Two Year,Premium,0
13194,62,60,60.56,16,2,0,27.85,Monthly,Premium,0
13195,68,50,139.8,4,1,1,43.36,Monthly,Basic,0
13196,36,12,89.76,13,3,1,61.37,Yearly,Basic,0
13197,59,47,110.5,17,1,0,62.25,Monthly,Basic,0
13198,52,67,30.85,11,2,0,46.1,Two Year,Basic,0
13199,63,65,25.24,23,4,0,28.19,Monthly,Premium,0
13200,43,27,53.7,2,5,0,6.59,Yearly,Basic,0
13201,68,48,60.19,4,4,0,98.89,Yearly,Premium,0
13202,22,62,109.4,12,3,1,94.02,Yearly,Standard,0
13203,46,44,93.99,2,3,1,19.11,Monthly,Premium,0
13204,54,19,68.7,1,0,0,60.93,Monthly,Basic,0
13205,37,59,105.04,23,2,0,30.27,Two Year,Premium,0
13206,66,8,41.26,6,1,0,20.25,Two Year,Basic,1
13207,38,55,28.25,16,1,1,68.76,Monthly,Standard,0
13208,27,47,131.09,2,2,1,78.83,Monthly,Basic,0
13209,22,2,93.31,14,4,1,41.25,Two Year,Basic,0
13210,53,39,104.38,20,3,0,6.85,Yearly,Basic,1
13211,23,45,59.94,12,3,2,40.75,Monthly,Basic,0
13212,43,32,68.35,27,0,0,53.69,Monthly,Premium,0
13213,21,65,30.71,19,2,0,89.43,Yearly,Basic,0
13214,56,38,131.41,28,3,0,66.02,Yearly,Standard,0
13215,56,11,97.02,3,2,1,71.34,Monthly,Premium,0
13216,67,10,30.87,19,3,1,21.06,Monthly,Basic,1
13217,52,59,124.59,11,0,1,72.31,Monthly,Standard,0
13218,18,55,77.73,4,3,2,50.68,Monthly,Premium,0
13219,41,20,119.46,17,5,0,82.22,Monthly,Premium,0
13220,53,17,21.64,17,1,0,22.42,Monthly,Basic,0
13221,23,68,23.74,7,4,0,51.97,Monthly,Standard,0
13222,58,5,42.2,5,1,1,21.74,Monthly,Premium,0
13223,63,60,47.42,19,4,1,29.31,Monthly,Basic,0
13224,61,23,119.31,25,0,0,83.39,Monthly,Basic,0
13225,48,46,111.87,21,3,0,69.09,Monthly,Standard,0
13226,37,52,100.09,26,2,1,73.12,Monthly,Basic,0
13227,41,10,135.03,19,3,0,7.79,Monthly,Standard,0
13228,42,46,52.13,9,4,0,73.15,Monthly,Premium,1
13229,53,28,137.57,17,1,0,49.65,Two Year,Premium,0
13230,38,43,138.23,30,0,0,46.46,Monthly,Basic,0
13231,47,26,76.45,9,1,1,41.85,Yearly,Standard,1
13232,41,55,32.27,14,3,0,85.33,Monthly,Premium,0
13233,61,48,114.45,5,1,0,18.57,Two Year,Standard,0
13234,59,29,63.8,22,1,0,81.6,Two Year,Premium,0
13235,47,27,123.34,2,1,1,92.9,Monthly,Standard,0
13236,39,18,41.28,24,1,2,17.66,Yearly,Premium,0
13237,45,60,90.14,15,3,1,99.96,Monthly,Standard,0
13238,24,69,86.05,16,2,1,99.06,Yearly,Premium,0
13239,52,21,33.04,19,4,0,62.51,Two Year,Basic,0
13240,45,24,67.23,1,2,0,27.58,Two Year,Standard,0
13241,31,3,31.02,23,4,0,43.53,Monthly,Basic,0
13242,27,62,80.42,12,0,0,17.87,Two Year,Premium,0
13243,33,2,129.58,19,1,0,12.9,Monthly,Standard,0
13244,33,66,55.13,20,5,1,70.7,Two Year,Premium,0
13245,48,42,119.43,15,2,0,58.4,Yearly,Premium,0
13246,59,34,43.85,5,1,0,56.79,Two Year,Basic,0
13247,42,42,107.59,1,1,1,25.53,Monthly,Basic,0
13248,30,20,139.02,11,4,0,24.26,Two Year,Basic,0
13249,23,68,62.11,27,1,1,98.98,Two Year,Premium,0
13250,61,45,137.05,9,1,0,63.25,Monthly,Basic,1
13251,26,42,85.7,7,1,1,82.13,Monthly,Basic,0
13252,62,47,61.18,2,0,0,38.47,Monthly,Standard,0
13253,53,5,136.55,29,3,1,84.52,Yearly,Standard,0
13254,60,49,24.16,17,4,0,72.52,Monthly,Basic,0
13255,37,37,23.64,16,0,0,35.66,Monthly,Basic,1
13256,35,34,97.98,16,3,0,72.05,Monthly,Basic,0
13257,60,70,123.58,14,4,0,92.64,Monthly,Basic,0
13258,38,18,117.7,27,3,0,22.16,Yearly,Premium,1
13259,21,19,30.33,2,1,1,55.22,Yearly,Premium,0
13260,67,40,143.53,19,2,0,96.7,Monthly,Standard,1
13261,50,17,111.4,28,3,0,82.32,Monthly,Basic,0
13262,44,60,143.38,3,0,1,62.41,Monthly,Standard,0
13263,24,42,62.78,8,3,1,7.91,Monthly,Premium,0
13264,23,65,110.21,21,0,0,41.23,Monthly,Basic,0
13265,32,53,131.79,25,1,1,65.43,Yearly,Basic,1
13266,35,7,69.46,19,4,0,41.56,Monthly,Premium,0
13267,49,5,145.43,16,1,0,99.71,Monthly,Standard,0
13268,28,24,54.45,22,0,1,75.59,Two Year,Premium,0
13269,37,28,61.03,4,2,1,19.52,Monthly,Standard,0
13270,41,62,139.64,8,3,0,49.55,Monthly,Basic,0
13271,32,17,146.06,28,4,0,39.01,Monthly,Premium,0
13272,65,20,57.08,1,1,0,59.79,Monthly,Premium,0
13273,24,3,37.73,4,0,1,45.21,Monthly,Premium,1
13274,38,37,118.68,7,2,0,24.55,Yearly,Basic,0
13275,59,15,140.86,25,0,0,72.71,Yearly,Basic,0
13276,43,51,98.09,29,2,0,11.56,Monthly,Standard,1
13277,61,48,102.49,1,3,1,53.68,Two Year,Basic,0
13278,31,8,119.18,24,6,0,31.71,Two Year,Basic,0
13279,54,13,39.9,18,2,0,96.69,Yearly,Standard,0
13280,38,48,146.55,4,3,0,31.05,Two Year,Premium,1
13281,35,3,67.36,20,0,1,34.75,Yearly,Premium,0
13282,22,65,101.67,14,6,0,71.0,Yearly,Basic,0
13283,20,31,80.92,8,1,0,13.72,Two Year,Premium,1
13284,40,26,80.86,27,5,0,33.14,Two Year,Standard,0
13285,43,56,111.36,18,2,0,69.9,Two Year,Premium,0
13286,54,34,149.31,7,4,0,4.04,Yearly,Basic,0
13287,41,9,105.68,3,3,2,31.79,Monthly,Standard,1
13288,66,62,123.23,25,0,1,1.82,Monthly,Premium,0
13289,36,13,23.59,21,2,0,15.87,Yearly,Premium,0
13290,68,69,125.36,14,6,1,60.82,Yearly,Premium,0
13291,42,41,59.0,12,1,1,46.21,Monthly,Standard,0
13292,38,1,36.47,15,4,1,16.45,Monthly,Standard,0
13293,29,47,34.73,8,2,0,8.72,Monthly,Standard,0
13294,58,4,108.38,5,2,0,6.58,Yearly,Standard,1
13295,50,63,149.69,17,1,0,9.45,Yearly,Premium,0
13296,67,52,106.61,25,1,1,10.51,Monthly,Basic,0
13297,21,10,54.11,10,2,0,9.54,Two Year,Basic,0
13298,59,28,46.43,11,4,1,6.45,Yearly,Premium,0
13299,24,6,88.37,28,2,0,70.01,Yearly,Premium,0
13300,39,27,28.46,23,2,0,94.19,Yearly,Standard,0
13301,50,12,71.91,16,0,2,85.74,Two Year,Basic,0
13302,34,62,106.61,16,3,0,27.32,Two Year,Standard,1
13303,41,52,145.8,4,2,1,21.22,Two Year,Standard,0
13304,51,48,75.33,23,2,0,5.74,Monthly,Premium,0
13305,45,67,46.03,5,7,0,16.45,Monthly,Standard,0
13306,60,46,126.26,10,4,0,57.21,Yearly,Premium,0
13307,58,15,116.75,14,3,0,99.81,Two Year,Basic,0
13308,56,71,131.76,9,3,1,86.04,Monthly,Basic,0
13309,39,36,47.91,18,1,2,51.98,Monthly,Standard,0
13310,66,14,72.63,20,0,2,42.92,Two Year,Standard,1
13311,34,3,147.6,6,0,0,15.63,Yearly,Basic,1
13312,51,67,40.55,11,0,1,42.44,Yearly,Basic,1
13313,23,19,107.29,21,2,0,59.89,Yearly,Basic,0
13314,63,54,50.83,17,2,0,59.95,Monthly,Premium,0
13315,23,69,85.02,9,2,0,56.2,Two Year,Premium,0
13316,51,10,124.07,25,2,1,82.58,Yearly,Standard,0
13317,18,33,83.52,3,4,0,51.5,Yearly,Standard,0
13318,27,13,124.71,16,2,1,47.81,Yearly,Standard,1
13319,38,51,75.42,20,4,0,31.27,Monthly,Standard,0
13320,22,32,149.92,4,0,0,18.84,Yearly,Basic,0
13321,19,24,76.66,26,3,1,1.14,Monthly,Standard,1
13322,39,35,39.42,24,1,0,32.89,Monthly,Standard,0
13323,65,70,72.24,22,2,0,63.67,Yearly,Standard,0
13324,19,40,116.54,15,4,0,56.33,Monthly,Basic,0
13325,27,54,130.23,2,5,2,53.52,Two Year,Standard,1
13326,51,44,79.81,20,6,0,77.47,Yearly,Standard,0
13327,33,62,97.28,17,5,0,24.05,Monthly,Basic,1
13328,65,68,129.84,19,2,4,68.18,Monthly,Premium,0
13329,68,33,125.76,20,2,2,61.11,Monthly,Standard,0
13330,56,56,105.5,16,0,3,34.56,Two Year,Standard,0
13331,39,36,125.95,24,7,0,22.64,Monthly,Premium,0
13332,29,54,94.87,19,2,1,56.71,Yearly,Premium,0
13333,41,19,20.6,21,4,0,94.57,Monthly,Standard,0
13334,64,43,25.36,17,2,0,8.56,Yearly,Standard,0
13335,57,12,147.38,29,3,0,95.35,Monthly,Premium,0
13336,55,11,38.85,4,3,0,47.01,Monthly,Standard,1
13337,27,70,72.59,18,2,0,71.29,Yearly,Standard,0
13338,52,12,141.4,4,3,0,80.52,Monthly,Premium,1
13339,68,41,45.36,21,1,0,16.0,Monthly,Basic,0
13340,66,25,129.69,3,1,1,5.45,Two Year,Premium,0
13341,49,3,126.37,30,0,0,13.72,Yearly,Premium,0
13342,24,3,148.22,22,2,1,34.75,Yearly,Basic,0
13343,38,28,56.62,28,0,0,95.7,Monthly,Standard,0
13344,37,23,60.99,18,0,0,5.23,Monthly,Standard,1
13345,43,48,137.37,21,1,1,92.06,Monthly,Standard,0
13346,21,67,50.43,20,2,0,56.57,Monthly,Basic,1
13347,63,42,91.23,5,2,1,11.13,Two Year,Premium,0
13348,69,40,111.95,29,3,0,16.12,Monthly,Basic,0
13349,39,6,55.34,9,1,0,69.24,Yearly,Basic,0
13350,32,20,141.99,22,2,0,61.24,Monthly,Premium,0
13351,57,11,106.54,23,1,0,17.58,Monthly,Premium,0
13352,38,27,26.13,30,2,1,90.53,Two Year,Premium,0
13353,32,21,37.65,27,2,0,14.16,Monthly,Basic,0
13354,39,13,44.8,24,3,1,51.65,Monthly,Premium,0
13355,69,35,51.84,15,0,3,53.3,Monthly,Standard,0
13356,45,47,114.99,9,2,1,87.18,Two Year,Premium,0
13357,31,28,31.56,14,1,1,3.19,Yearly,Basic,0
13358,44,21,65.58,21,2,0,14.51,Two Year,Premium,0
13359,58,18,138.48,24,2,3,17.9,Yearly,Standard,0
13360,57,31,92.37,2,2,0,7.23,Monthly,Basic,1
13361,45,60,54.51,26,2,1,63.52,Yearly,Premium,0
13362,43,37,144.42,25,0,0,23.73,Monthly,Premium,0
13363,66,21,51.76,18,3,0,58.09,Monthly,Premium,0
13364,19,14,137.66,13,0,0,78.48,Monthly,Standard,0
13365,42,60,114.35,28,1,1,41.44,Monthly,Premium,0
13366,20,23,116.27,21,2,0,77.12,Monthly,Premium,0
13367,25,29,119.44,16,1,0,78.01,Monthly,Basic,0
13368,61,47,85.85,6,1,0,27.08,Monthly,Standard,0
13369,50,30,125.9,16,2,0,2.56,Monthly,Premium,0
13370,59,38,128.71,4,1,2,11.22,Monthly,Basic,0
13371,69,27,66.86,24,2,1,82.53,Two Year,Standard,0
13372,52,15,72.04,10,1,1,41.13,Yearly,Basic,0
13373,23,59,135.54,19,1,0,84.07,Monthly,Standard,0
13374,56,3,88.21,11,1,2,55.2,Monthly,Basic,0
13375,69,10,132.7,29,2,1,20.54,Yearly,Basic,1
13376,40,17,101.48,5,2,2,71.51,Monthly,Premium,1
13377,42,11,97.16,18,0,0,56.26,Yearly,Basic,1
13378,67,48,24.03,3,1,1,35.83,Two Year,Standard,1
13379,60,5,56.13,8,0,1,9.68,Yearly,Standard,0
13380,36,69,85.27,11,2,0,11.13,Two Year,Standard,0
13381,22,64,96.35,21,4,0,19.66,Monthly,Premium,0
13382,68,14,101.96,30,1,0,67.62,Two Year,Premium,0
13383,28,50,113.11,19,0,0,73.07,Yearly,Standard,0
13384,29,26,105.31,21,2,0,63.46,Yearly,Basic,0
13385,27,69,130.31,25,2,0,34.39,Yearly,Standard,0
13386,25,7,58.41,3,1,1,44.61,Monthly,Basic,0
13387,41,16,103.4,12,3,0,71.25,Yearly,Basic,0
13388,45,55,26.65,15,4,0,66.33,Monthly,Basic,0
13389,58,56,82.42,26,1,1,77.53,Monthly,Basic,0
13390,53,4,54.84,23,2,0,24.87,Monthly,Basic,1
13391,54,48,69.52,24,4,1,1.44,Monthly,Standard,0
13392,38,17,66.11,16,1,0,27.38,Two Year,Standard,0
13393,25,36,27.86,5,2,0,35.44,Monthly,Premium,1
13394,26,70,80.66,19,1,0,96.09,Monthly,Standard,0
13395,64,38,149.3,27,5,0,22.56,Two Year,Basic,0
13396,32,62,58.86,6,4,0,82.81,Monthly,Standard,0
13397,65,48,115.7,29,2,0,62.63,Monthly,Basic,0
13398,63,10,91.21,12,1,0,17.59,Monthly,Premium,0
13399,57,36,62.28,19,3,0,40.95,Monthly,Standard,1
13400,35,29,31.65,9,1,1,51.51,Yearly,Standard,0
13401,59,4,48.06,18,0,3,35.07,Monthly,Standard,1
13402,37,44,121.64,29,2,0,23.39,Yearly,Basic,0
13403,23,56,56.27,3,1,0,26.03,Monthly,Premium,0
13404,29,42,38.76,23,2,1,58.94,Two Year,Basic,0
13405,19,13,63.07,30,5,0,69.12,Yearly,Standard,0
13406,24,46,95.93,14,2,0,47.43,Two Year,Premium,0
13407,33,33,111.45,26,2,0,94.23,Monthly,Basic,0
13408,20,21,70.36,24,0,1,73.13,Yearly,Premium,0
13409,62,57,84.76,21,2,1,89.28,Yearly,Basic,0
13410,20,69,79.14,5,1,0,48.09,Two Year,Premium,0
13411,44,70,21.17,5,2,0,2.47,Monthly,Basic,0
